Firm_ID,Sector,Region,Size,Leverage,Profit_Margin,RD_Intensity,Org_Complexity,base_hazard,cov_effect,hazard,Event_Time,Status,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Embed_1,Embed_2,Embed_3,Embed_4
5907,Technology,USA,"17168,04318","0,179643497","0,07318537","0,851809067",3,"0,096","0,323154527","0,031022835","131,1976135",1,,,,,0.009667606,0.35348022,0.015603864,0.027835496
5908,Energy,LatAm,"7711,169814","0,37256126","0,029650853","0,59515069",4,"0,06","0,379696015","0,022781761","810,3703261",1,,,,,0.018500298,0.09569717,0.005624148,-0.0061146244
5909,Retail,USA,"27926,1032","0,088432906","-0,041194935","0,341553493",8,"0,072","0,090996662","0,00655176","1003,506064",1,,,,,-0.022239128,0.15226437,-0.0049679438,-0.011436172
5910,Manufacturing,USA,"16118,60602","0,507728664","0,434005514","0,579650105",1,"0,048","0,769328232","0,036927755","145,4941883",1,,,,,0.0072794976,0.06437518,-0.010543138,0.0020290166
5911,Services,USA,"17476,54521","0,760593399","-0,153995008","0,207067032",0,"0,064","3,291526997","0,210657728","147,9797519",1,,,,,0.021856507,0.011126248,-0.019392397,-0.0058292374
5912,Manufacturing,USA,"57809,99846",0,"1,198513311","0,210093748",3,"0,048","0,11040938","0,00529965","5685,739376",1,,,,,0.0006857719,0.07175836,-0.02117429,-0.025733389
5913,Energy,USA,"6108,002267","0,551770553","0,213250162","0,198579956",2,"0,04","0,918618552","0,036744742","118,6729343",1,,,,,-0.012992622,0.060497798,-0.02100619,-0.03525669
5914,Services,Europe,"22558,7797","0,512986067","0,201108097","0,124294781",5,"0,08","0,37017612","0,02961409","74,50679565",1,,,,,-0.018750446,0.25323513,0.008755061,0.015855841
5915,Finance,LatAm,"42041,52315","0,738744395","-0,594237285","0,242158515",0,"0,084","4,86114798","0,40833643","85,18928885",1,,,,,-0.0047413427,0.016660428,-0.015484808,-0.00597962
5916,Technology,USA,"12621,69435",0,"0,189713376","1,475973373",3,"0,096","0,160782934","0,015435162","813,6899056",0,,,,,0.0051528076,0.11243121,0.0048790956,0.005902119
5917,Retail,USA,"64365,36973","0,307158676","0,026846319","0,471298509",5,"0,072","0,272053223","0,019587832","1002,92635",1,,,,,0.013202181,0.11521874,-0.006190038,0.013280518
5918,Services,LatAm,"10246,86577","0,546996957","0,163038823","0,267878759",6,"0,096","0,279016944","0,026785627","360,5440359",0,,,,,-0.015384415,0.102444366,0.020462088,0.009242244
5919,Services,USA,"24597,93688",1,"-0,539924593","0,288309797",0,"0,064","6,657670806","0,426090932","0,0987112",1,,,,,0.012043159,0.10482797,0.0032957224,0.015043505
5920,Finance,LatAm,"74696,10335","0,361930012","0,261845557","0,108879402",3,"0,084","0,5099767","0,042838043","142,1022076",0,,,,,0.012856356,-0.036662553,0.022831503,-0.007318087
5921,Technology,LatAm,"4555,112014","0,687407624","0,148648323","0,790864504",6,"0,144","0,269020111","0,038738896","114,9904904",1,,,,,0.03756592,-0.020104246,-0.009756611,-0.030327316
5922,Manufacturing,Europe,"4382,22135",0,"0,11362336","0,349285387",4,"0,06","0,225763779","0,013545827","536,5568101",1,,,,,-0.030272832,0.19548208,-0.0047630006,-0.0016637966
5923,Manufacturing,Europe,"95833,04953",0,"0,600453633","0,382616215",1,"0,06","0,335624689","0,020137481","769,7974221",0,,,,,-0.0113896895,0.15089767,-0.02233779,0.036103375
5924,Technology,Europe,"6269,292648","0,220101393","0,084465956","1,133067366",4,"0,12","0,218526597","0,026223192","152,2438777",1,,,,,0.0012788586,0.049649216,-0.03763893,-0.019393854
5925,Finance,Europe,"24684,67386","0,185461221","0,056608799","0,994758288",4,"0,07","0,228596666","0,016001767","487,4990153",1,,,,,-0.004270442,-0.015934033,0.0041081356,-0.015032917
5926,Services,Europe,"58957,36928","0,478423141","0,662785728","0,297717183",1,"0,08","0,674347577","0,053947806","562,2127763",1,,,,,-0.0043190587,0.16622095,0.010442865,0.0034528822
5927,Finance,USA,"23824,93974",0,"0,943092722","0,22736603",2,"0,056","0,190753028","0,01068217","531,7525172",1,,,,,-0.007453976,0.16991727,0.006146486,0.00055892766
5928,Services,USA,"9012,479971","0,616674783","-0,794771426","0,216768307",6,"0,064","0,82811723","0,052999503","64,96950865",1,,,,,-0.014437037,0.2255655,0.0061996197,0.006653346
5929,Finance,Europe,"6173,224405",0,"0,539049823","0,351840326",3,"0,07","0,19889664","0,013922765","555,5451034",1,,,,,-0.016848164,0.22331475,-0.00062191207,0.000114284456
5930,Technology,LatAm,"23722,58657","0,88529466","0,104536113","0,691200723",0,"0,144","2,405614825","0,346408535","31,30271915",1,,,,,-0.015101502,0.020946711,-0.020625433,-0.030329838
5931,Manufacturing,USA,"22818,01013",0,"0,243028935","0,060486712",5,"0,048","0,169776521","0,008149273","1484,406597",0,,,,,0.009073725,0.10915599,-0.031309396,0.017646462
5932,Technology,USA,"30439,82275",1,"0,14863228","1,191736565",3,"0,096","0,865454426","0,083083625","188,9050329",1,,,,,0.010589809,0.09812456,-0.008727907,0.005864814
5933,Energy,LatAm,"174773,3091","0,680333853","0,077368018","0,183211464",2,"0,06","1,285987659","0,07715926","110,2253041",1,,,,,-0.030666249,0.057804696,0.006359474,-0.009993382
5934,Retail,USA,"28564,82157","0,881105761","0,040559114","0,233664214",3,"0,072","1,302476458","0,093778305","236,9525952",0,,,,,0.016821053,0.18752648,-0.010027453,0.010333754
5935,Technology,Europe,"15535,24615","0,835053232","0,145810365","0,432825813",4,"0,12","0,733708533","0,088045024","33,29232791",1,,,,,-0.0017840099,0.19505681,0.00621274,0.016929977
5936,Energy,Europe,"12774,2445","0,506807304","0,050253062","0,337462488",2,"0,05","0,942920458","0,047146023","298,5511616",1,,,,,-0.025494346,0.1335151,0.00094969757,0.018153153
5937,Manufacturing,LatAm,"10887,74375","0,848264763","0,018226302","0,458566942",2,"0,072","1,529418154","0,110118107","43,5476641",0,,,,,0.0065427423,0.020058706,-0.038463347,0.00019795448
5938,Retail,USA,"12791,58497","0,452850656","0,05739832","0,103517363",3,"0,072","0,719009278","0,051768668","79,6779118",1,,,,,5.7555735e-05,0.19737515,-0.034967422,-0.02182433
5939,Energy,USA,"769202,7296","0,904785643","0,10221215","1,295656546",3,"0,04","0,74612513","0,029845005","220,4034821",0,,,,,0.00561684,0.09606445,-0.034048766,-0.010231458
5940,Manufacturing,Europe,"8609,929842",0,"0,002242637","0,106891501",2,"0,06","0,519084608","0,031145076","1,373959214",1,,,,,0.0120937135,0.040467095,-0.029289633,0.0037099347
5941,Services,Europe,"25904,12926",0,"1,373950498","0,177874983",2,"0,08","0,127086415","0,010166913","1895,590475",1,,,,,-0.0056770314,0.11671416,-0.014386179,0.016455002
5942,Finance,LatAm,"21637,14477","0,732220183","0,048110459","0,288234556",2,"0,084","1,358121557","0,114082211","141,643628",1,,,,,0.007990832,0.019543508,-0.02432985,-0.009881303
5943,Energy,Europe,"45917,56365","0,215003551","0,228890561","0,744145759",1,"0,05","0,560762332","0,028038117","86,4600045",1,,,,,0.0021077506,0.12106362,-0.02604435,0.0049208403
5944,Finance,USA,"21415,54205","0,485420041","0,003207707","0,220470751",0,"0,056","1,84907771","0,103548352","40,66815612",0,,,,,0.017663566,0.029142085,-0.025125477,-0.021846645
5945,Technology,USA,"34275,90419","0,230228003","0,116663427","1,023501328",3,"0,096","0,306336201","0,029408275","63,32215858",0,,,,,0.023491792,0.10665235,-0.009492085,-0.002521269
5946,Services,LatAm,"36292,54292","0,721441121","0,375968906","0,466316158",5,"0,096","0,358092014","0,034376833","885,715509",0,,,,,5.988963e-05,0.03560883,0.0017975066,0.0050330088
5947,Retail,USA,"17634,79387",0,"0,048069839","0,71935691",6,"0,072","0,10994794","0,007916252","1026,08826",1,,,,,0.031075725,0.07307309,-0.034187436,-0.014661722
5948,Technology,LatAm,"39709,56792","0,483689415","0,159972821","0,192329281",4,"0,144","0,481618323","0,069353039","7,228777453",1,,,,,0.035488073,0.005111426,-0.01998109,-0.027306829
5949,Finance,USA,"23920,7834",1,"-0,691617169","0,064403855",4,"0,056","2,610169709","0,146169504","20,29687293",1,,,,,0.0025774278,0.118702404,-0.029784426,-0.017887536
5950,Retail,USA,"6861,571869","0,587057232","0,059725199","0,538994025",6,"0,072","0,286895752","0,020656494","286,3719887",1,,,,,-0.010975676,0.22045098,-0.008711944,0.0043344945
5951,Technology,USA,"27642,28338",0,"0,182157168","1,328262171",3,"0,096","0,174420147","0,016744334","113,4405596",1,,,,,-0.0054149404,0.13738874,-0.017615652,-0.010112338
5952,Services,LatAm,"17362,77345","0,602026485","0,077245642","0,613433892",2,"0,096","0,922264832","0,088537424","53,82804352",0,,,,,0.029935807,-0.026553662,-0.028803628,-0.045045435
5953,Services,Europe,"19811,04678","0,581573404","0,561236032","0,186380851",2,"0,08","0,68244977","0,054595982","545,5077012",1,,,,,0.023980767,0.030241752,-0.034066964,-0.027048472
5954,Manufacturing,Europe,"46082,40106","0,03638652","0,989775832","0,258039173",3,"0,06","0,140265863","0,008415952","516,1386082",1,,,,,0.002172595,0.086940825,-0.03208929,0.0022398755
5955,Technology,Europe,"53458,6451",0,"0,212094681","0,611678399",2,"0,12","0,326954625","0,039234555","108,8443616",1,,,,,-0.015785059,0.13198853,-0.0087146815,0.019754685
5956,Finance,USA,"86804,38474","0,757194101","-0,273278617","0,505079748",3,"0,056","1,292437402","0,072376495","540,4380773",1,,,,,-0.01753326,0.20628496,0.0012414698,-0.0009659007
5957,Manufacturing,Europe,"20664,16401","0,4303237","0,020334169","0,426966163",3,"0,06","0,613649292","0,036818958","888,2416025",1,,,,,-0.012567846,0.15072753,-0.010722774,0.023213707
5958,Retail,Europe,"24580,35385","0,173325836","0,066513259","0,310383546",10,"0,09","0,051730058","0,004655705","1591,884478",0,,,,,-0.008145833,0.20233281,0.005212983,0.038775943
5959,Energy,USA,"16075,32563",1,"0,166012073","0,373359858",2,"0,04","1,728593371","0,069143735","22,87371013",1,,,,,0.0047318228,0.21327074,0.003211284,0.0017262846
5960,Energy,Europe,"31784,30575","0,851010894","0,111437967","1,238749486",1,"0,05","1,278520604","0,06392603","91,02571066",1,,,,,0.0061391685,0.22998263,-0.0011203093,0.026792534
5961,Energy,Europe,"80108,56574","0,169554767","0,091279517","0,643281688",3,"0,05","0,346945279","0,017347264","711,9632022",1,,,,,0.016457072,0.22938769,-0.01457903,0.023563035
5962,Technology,LatAm,"33353,23009","0,810187199","0,150462055","0,529568459",3,"0,144","0,904868648","0,130301085","110,2838121",1,,,,,0.009403687,0.018318525,-0.008196017,-0.020067945
5963,Technology,USA,"36628,1394","0,34241694","0,182440478","0,974808714",2,"0,096","0,469437822","0,045066031","29,22621407",1,,,,,-0.00049581006,0.15281342,0.021532204,-0.0022023171
5964,Finance,LatAm,"13544,83078","0,455252787","0,155007734","0,120227831",2,"0,084","0,876128536","0,073594797","17,55369508",1,,,,,-0.016939556,0.08086159,0.019358236,-0.004100926
5965,Retail,LatAm,"35411,32114","0,49394202","0,002484326","0,345869223",1,"0,108","1,30407515","0,140840116","76,66330387",1,,,,,0.005408706,0.045457326,0.018132765,0.027292289
5966,Services,USA,"27008,46877","0,797076351","-0,547676751","0,35540808",2,"0,064","2,626329483","0,168085087","108,8401963",1,,,,,0.006637932,0.12626435,0.0058924267,0.011654355
5967,Finance,Europe,"37993,37446","0,28403493","0,579148042","0,842767833",3,"0,07","0,228897823","0,016022848","507,6910765",1,,,,,0.0014124624,0.06959701,0.010310679,0.0070769116
5968,Manufacturing,USA,"7772,706747",1,"-0,433600481","0,320950619",3,"0,048","2,394382028","0,114930337","58,62576381",1,,,,,-0.017081076,0.19266583,-0.003919741,0.010469325
5969,Technology,USA,"18428,77385","0,935413963","0,120822976","0,438322836",3,"0,096","1,177197426","0,113010953","15,60119765",1,,,,,0.014499159,0.26424912,0.036860343,0.02428808
5970,Technology,Europe,"29046,31586",0,"0,047388346","0,231569659",1,"0,12","0,629283647","0,075514038","128,1176005",1,,,,,0.012434886,0.16078925,0.030223135,0.023440279
5971,Energy,Europe,"8769,015488",1,"0,16094755","0,539911734",5,"0,05","0,64992168","0,032496084","143,3983377",1,,,,,0.016354626,0.1823109,0.0060935738,0.032524087
5972,Finance,LatAm,"12847,88231","0,575369512","-0,069050992","0,128204902",4,"0,084","0,717489339","0,060269104","185,8331625",1,,,,,0.0003057625,0.032945637,0.01531718,0.0067209452
5973,Manufacturing,Europe,"42859,07447","0,535600053","-0,305252767","0,230812714",2,"0,06","1,48178359","0,088907015","59,93336357",1,,,,,-0.012574723,0.35815036,0.0037911134,0.027752452
5974,Retail,USA,"21944,13287","0,381892651","0,088562453","0,317869446",2,"0,072","0,759831791","0,054707889","45,39387732",1,,,,,0.022058547,0.12590085,0.03923654,0.012745693
5975,Energy,Europe,"31761,44096","0,83701335","0,238852688","0,245438485",2,"0,05","1,34171426","0,067085713","87,75525829",1,,,,,-0.011057975,0.3659302,-0.001151056,0.037145317
5976,Finance,USA,"52693,80385",0,"1,057454341","0,240956953",2,"0,056","0,168987114","0,009463278","2123,990376",1,,,,,-0.011358855,0.068620026,0.009972039,-0.010762587
5977,Finance,USA,"47663,30502","0,412303784","0,627223385","0,379773756",2,"0,056","0,449933904","0,025196299","1115,348312",1,,,,,-0.020001514,0.094797835,-0.0030544805,-0.0128975585
5978,Energy,LatAm,"19572,03627","0,113506244","-0,081407308","0,075096413",3,"0,06","0,503646053","0,030218763","248,5912215",0,,,,,-0.0057901014,0.11460505,-0.002252725,0.0071880966
5979,Energy,LatAm,"6350,108433","0,582493022","0,188125267","0,548518551",5,"0,06","0,336672373","0,020200342","1726,645256",1,,,,,0.03372692,-0.0038315677,-0.022745166,-0.02411212
5980,Technology,LatAm,"18458,95025","0,646689715","0,130355906","0,952498895",3,"0,144","0,584750055","0,084204008","104,8891197",0,,,,,0.031606898,0.038758826,-0.01940962,-0.022732161
5981,Finance,Europe,"9904,16805","0,836646062","-0,765033727","0,495476753",2,"0,07","3,229296925","0,226050785","7,997395283",1,,,,,-0.006191781,0.19066618,-0.007768679,0.010026827
5982,Energy,USA,"9994,9482","0,352992644","0,118824455","0,269771837",3,"0,04","0,535678342","0,021427134","1115,926524",1,,,,,0.01960862,0.068125285,-0.010014976,-0.029983655
5983,Energy,USA,"34891,83529",0,"0,259060517","1,06425369",4,"0,04","0,136533215","0,005461329","1846,384888",1,,,,,-0.01615742,0.11418784,0.025050525,-0.004367426
5984,Services,LatAm,"90218,89812","0,921821167","0,18061494","0,385884038",7,"0,096","0,335939159","0,032250159","223,4887348",1,,,,,0.00055682845,0.05229771,-0.009892951,-0.017207798
5985,Energy,USA,"80780,5118","0,011792723","0,190395743","0,535620886",1,"0,04","0,476867263","0,019074691","73,34447843",1,,,,,-0.006969584,0.15225902,0.0325354,-0.006414138
5986,Retail,Europe,"11014,75682","0,522276348","0,153136262","0,563165399",4,"0,09","0,426857758","0,038417198","549,8541397",1,,,,,-0.0074075554,0.12798896,-0.008721807,0.0025686547
5987,Services,Europe,"12374,99269",0,"0,48695406","1,231717361",4,"0,08","0,099977238","0,007998179","1336,000039",1,,,,,-0.00892695,0.09752759,0.00070209056,0.010146625
5988,Technology,USA,"18405,67835",0,"0,074645341","0,706375624",3,"0,096","0,265050964","0,025444893","45,0129318",1,,,,,0.010114666,0.06150511,0.007076566,-0.010628596
5989,Services,LatAm,"18364,50941","0,508680992","-0,062280153","0,219821027",2,"0,096","1,122312318","0,107741983","3,120830318",1,,,,,-0.005222935,0.065646514,0.030204587,0.018021666
5990,Services,USA,"24939,53367","0,316345338","0,720945076","0,280229792",2,"0,064","0,372863841","0,023863286","130,6438074",1,,,,,-0.0009513069,0.051903304,0.0238593,0.012518831
5991,Manufacturing,Europe,"14923,77167",1,"-0,498773647","0,156732586",3,"0,06","2,774324666","0,16645948","44,87105488",1,,,,,-0.020448903,0.2976475,0.014502148,0.03607645
5992,Technology,Europe,"30518,77765","0,264113139","0,183084483","1,103893745",3,"0,12","0,289713827","0,034765659","265,970581",0,,,,,0.0072629172,0.19679135,-0.0025520828,0.016910695
5993,Retail,LatAm,"55496,59183","0,866496849","0,034512863","0,044529266",10,"0,108","0,172556213","0,018636071","3,739169509",1,,,,,-0.014644148,0.09199968,0.02368677,0.02728884
5994,Technology,Europe,"39986,25914",0,"0,039619617","1,332295514",4,"0,12","0,148708484","0,017845018","528,7312006",1,,,,,0.003394734,0.18009703,-0.012636751,0.00447654
5995,Energy,LatAm,"38426,83116","0,489726639","0,125310866","0,228785113",2,"0,06","0,900222374","0,054013342","319,3084545",1,,,,,0.0012209378,0.09818621,0.033383165,0.019692495
5996,Services,USA,"62368,45398","0,944247356","-0,379640219","0,400643817",5,"0,064","1,10041716","0,070426698","261,6910883",0,,,,,-0.012068745,0.079823084,0.0046369275,-0.0035209656
5997,Services,Europe,"11950,62851","0,603121784","0,502696374","0,963010265",4,"0,08","0,278171116","0,022253689","278,5669556",1,,,,,-0.009923387,0.08202685,-0.016497582,-0.004279569
5998,Manufacturing,USA,"25173,80864","0,319611402","0,933566365","0,331971995",1,"0,048","0,398465141","0,019126327","464,6610732",0,,,,,0.0009287037,0.20917653,-0.026275069,0.00072450936
5999,Services,Europe,"10595,85802","0,826286731","-0,363470694","0,078420482",4,"0,08","1,43862896","0,115090317","11,47091942",1,,,,,-0.024167174,0.1211386,0.003171348,0.028221317
6000,Energy,Europe,"10930,087","0,388584248","0,190983364","0,106771714",1,"0,05","1,039258161","0,051962908","221,7487785",1,,,,,-0.014943304,0.11327368,0.007784446,0.02393651
6001,Finance,LatAm,"58096,92625","0,400460718","0,499116507","0,373918348",7,"0,084","0,112434483","0,009444497","1618,718424",1,,,,,-0.0032399446,0.080727816,0.0110278735,0.016987413
6002,Retail,LatAm,"15441,22471","0,808693245","-0,021612111","0,137543361",2,"0,108","1,760997303","0,190187709","61,8295076",1,,,,,0.009296061,0.052023128,0.048418026,0.026331872
6003,Technology,USA,"28243,31455","0,506755389","0,181800657","0,566894718",6,"0,096","0,221991778","0,021311211","749,9370429",0,,,,,0.0047754655,0.10639803,-0.04493444,-0.017357342
6004,Energy,Europe,"10003,23189","0,439854021","0,071559383","0,213476781",5,"0,05","0,361130192","0,01805651","71,32307163",1,,,,,-0.013365516,0.123424426,-0.013885795,0.01641313
6005,Technology,USA,"16179,78318","0,761870167","-0,411963776","0,566200806",4,"0,096","1,074299287","0,103132732","11,98088566",1,,,,,0.006152829,0.07626094,-0.0792928,-0.02907696
6006,Energy,LatAm,"24409,75734","0,732892241","0,28788566","0,663583436",3,"0,06","0,656824108","0,039409446","198,4194867",1,,,,,0.010707142,0.09180324,0.01479897,0.021454103
6007,Energy,Europe,"16650,49139","0,991009607","0,11449745","0,20899703",5,"0,05","0,792564368","0,039628218","811,5508818",1,,,,,-0.012243863,0.11738062,-0.0018954398,0.028899558
6008,Technology,Europe,"56361,19891","0,340788892","0,062628415","0,479940743",5,"0,12","0,274881427","0,032985771","50,63401754",1,,,,,-0.027185606,0.13521805,-0.053056687,0.0015250072
6009,Energy,LatAm,"11609,09131","0,638173204","0,081597627","0,127344302",5,"0,06","0,502575213","0,030154513","108,7229826",1,,,,,-0.011791961,0.09769687,0.0041742427,0.023320481
6010,Finance,USA,"33732,37091",1,"-0,738392269","0,423821673",3,"0,056","3,084783363","0,172747868","29,70139277",0,,,,,-0.0053283256,0.116631985,-0.035040602,-0.016286194
6011,Finance,USA,"4190,730084","0,223887593","-0,137250915","0,960832036",3,"0,056","0,403598901","0,022601538","46,35666922",1,,,,,0.004692318,0.25502887,-0.0062644538,-0.022418723
6012,Services,LatAm,"22810,72814","0,635223985","0,325615998","0,354638408",2,"0,096","0,860622578","0,082619768","139,5212416",0,,,,,-0.0059597865,0.09196481,0.009728395,0.01852882
6013,Services,USA,"63107,79891",0,"0,94519261","0,466687229",4,"0,064","0,09268615","0,005931914","872,6325085",1,,,,,0.011184733,0.13217752,-0.009083803,-0.010231368
6014,Manufacturing,USA,"36884,09081","0,071830416","-0,096016571","0,410967361",1,"0,048","0,73954401","0,035498112","223,885431",1,,,,,0.018571941,0.11434896,-0.026654467,-0.012160864
6015,Manufacturing,USA,"10288,36398",1,"-0,357239398","0,896590417",2,"0,048","2,245535874","0,107785722","4,244489321",0,,,,,0.020910788,0.14525503,-0.007012462,-0.053283375
6016,Finance,USA,"43571,20312","0,013842913","0,761940008","0,536046202",3,"0,056","0,148199085","0,008299149","1137,946901",0,,,,,0.021341886,0.2650917,-0.015722686,-0.058759436
6017,Retail,Europe,"26868,39112",0,"0,094416224","0,225919326",6,"0,09","0,134340738","0,012090666","1258,463135",1,,,,,-0.010947036,0.10709427,0.020847954,0.021741845
6018,Technology,USA,"28655,28381","0,761357381","0,180333108","0,654713822",6,"0,096","0,311718748","0,029925","543,7974729",1,,,,,-0.012520688,0.1605021,-0.023575718,-0.0109253675
6019,Technology,USA,"32700,28468",1,"0,226529201","0,721412822",1,"0,096","1,845526103","0,177170506","43,61597493",1,,,,,-0.009298343,0.17441641,-0.016884211,0.0018379763
6020,Finance,USA,"5731,172998","0,158493289","0,046608268","0,232057743",0,"0,056","1,077994956","0,060367718","51,03702783",1,,,,,0.015665758,0.23710091,-0.0060155494,-0.0316657
6021,Energy,USA,"6966,319142","0,217115352","0,01355143","0,327940008",1,"0,04","0,859118508","0,03436474","677,2683137",0,,,,,0.012818639,0.11311209,-0.0014829962,-0.029987082
6022,Energy,USA,"7071,21392","0,723166571","0,061709127","0,237862755",6,"0,04","0,408243835","0,016329753","191,1889909",1,,,,,0.0319105,0.041654356,-0.014729316,-0.026955586
6023,Services,LatAm,"7213,575912","0,718344697","-0,186671699","0,351388986",2,"0,096","1,629860212","0,15646658","49,25618711",1,,,,,0.011752308,0.011132095,0.0046220114,0.0022392347
6024,Retail,USA,"7536,556612","0,259745036","0,050157333","0,213407349",6,"0,072","0,20861946","0,015020601","329,380673",0,,,,,0.01656587,0.10215616,-0.0097416695,0.013577081
6025,Services,LatAm,"14586,83528","0,744829263","-0,123194858","0,696416985",7,"0,096","0,298863079","0,028690856","483,8956218",1,,,,,0.004744511,-0.009292938,0.025563907,0.0022064224
6026,Retail,LatAm,"18765,41667","0,790053287","-0,389849144","0,774431272",2,"0,108","1,799868198","0,194385765","85,26809755",1,,,,,0.024742287,0.060375128,0.01517306,0.02431108
6027,Retail,LatAm,"30319,07279","0,723470599","-0,389620927","0,443589166",4,"0,108","1,054463644","0,113882074","67,03066613",1,,,,,0.023805339,0.023690322,0.012090429,0.0019977912
6028,Energy,Europe,"7596,39011","0,853891172","0,112362662","0,254763542",2,"0,05","1,554404205","0,07772021","73,7573795",0,,,,,0.008076342,0.09660897,-0.011914706,0.010528825
6029,Manufacturing,Europe,"7007,494753","0,903313898","-0,877638747","0,38170762",3,"0,06","3,132263118","0,187935787","11,68334157",1,,,,,0.027221836,0.20174517,-0.02160735,-0.023892619
6030,Energy,USA,"43643,40876","0,171919077","0,190416812","0,382734115",3,"0,04","0,359189471","0,014367579","362,5952297",1,,,,,0.02597352,0.11752716,-0.033960532,0.027436525
6031,Retail,USA,"28586,33234",0,"0,162059943","0,610310841",3,"0,072","0,254815541","0,018346719","488,828295",1,,,,,0.0004663542,0.062322848,-0.012234649,-0.0101071
6032,Energy,USA,"5078,821393","0,988249553","0,115997443","0,218414312",3,"0,04","1,429278442","0,057171138","18,36971769",1,,,,,0.0060662543,0.107409485,-0.009771824,-0.0036717653
6033,Manufacturing,LatAm,"11278,27385","0,767239876","-0,352973964","0,299171101",2,"0,072","2,126012643","0,15307291","15,37343416",0,,,,,0.015107628,0.08102478,-0.017844623,-0.011077784
6034,Technology,LatAm,"57674,23282","0,373048836","0,134275584","2,184592377",0,"0,144","0,513246769","0,073907535","0,979879988",1,,,,,0.0114837475,0.1475105,0.006640696,0.0064046383
6035,Manufacturing,Europe,"63113,8565","0,213343864","0,41447891","0,140811951",3,"0,06","0,344772986","0,020686379","2336,518338",1,,,,,0.028142318,0.09988697,-0.030316874,0.000431858
6036,Services,USA,"2622,211632",1,"-0,788692779","1,340088559",5,"0,064","1,125974068","0,07206234","113,3685634",0,,,,,0.008113988,0.13834256,0.0210392,-0.0037768483
6037,Technology,LatAm,"116611,5511","0,688763034","0,093296409","0,820866493",6,"0,144","0,280667354","0,040416099","90,75791149",1,,,,,-0.0017211474,0.087811574,0.01905455,-0.008093119
6038,Technology,USA,"29117,69251","0,060796169","0,224674368","1,503706599",1,"0,096","0,305644256","0,029341849","272,8452307",0,,,,,0.012069097,0.15110366,-0.022011468,-0.025372032
6039,Manufacturing,Europe,"14456,99682","0,080115434","-0,145228146","1,171197826",4,"0,06","0,21866867","0,01312012","1135,320843",1,,,,,0.005319329,0.10113443,-0.026409186,0.016478516
6040,Retail,USA,"17588,04288",1,"-0,019192115","0,279542895",2,"0,072","2,180208835","0,156975036","73,28686256",1,,,,,0.013904577,0.18640672,-0.016324872,-0.03666675
6041,Services,USA,"80867,64365",1,"-0,289498279","0,442030994",3,"0,064","1,951274565","0,124881572","35,12996494",1,,,,,0.0111297965,0.36411947,0.005802159,-0.028138679
6042,Manufacturing,LatAm,"16595,98844","0,886768984","-0,274617158","0,412776209",3,"0,072","1,646056667","0,11851608","54,6644301",0,,,,,-0.021924162,0.057257682,-0.0102783665,0.01333072
6043,Finance,Europe,"18242,19832",1,"-0,456321469","0,842638872",0,"0,07","4,641334967","0,324893448","36,90017796",1,,,,,0.0014725905,0.20578264,0.0061182836,-0.0204493
6044,Retail,Europe,"13927,5829","0,276002545","0,03089962","0,718893323",1,"0,09","0,758553109","0,06826978","41,80265653",1,,,,,0.0133265145,0.26659256,0.05083057,-0.04356476
6045,Technology,USA,"27230,91106","0,918699224","0,219134319","0,481535306",6,"0,096","0,414014975","0,039745438","349,3733853",1,,,,,0.0063233683,0.33347574,-0.010476296,-0.02891814
6046,Services,LatAm,"25512,54247",1,"-0,794453889","0,520213588",1,"0,096","5,665227738","0,543861863","14,35754619",1,,,,,-0.0102338325,0.2946479,0.011553495,-0.014835961
6047,Services,Europe,"44270,4876","0,403776481","-0,976379712","0,542392186",3,"0,08","1,508096622","0,12064773","62,29270373",1,,,,,0.0034736488,0.26683295,0.062877975,-0.027141988
6048,Services,Europe,"87556,49754","0,431943841","0,582092649","0,217235675",1,"0,08","0,709783897","0,056782712","16,41362227",0,,,,,0.004823895,0.16901697,0.038851812,0.004174307
6049,Technology,LatAm,"13898,24017","0,352343217","-0,248883163","0,365946833",1,"0,144","1,342353709","0,193298934","52,07543412",1,,,,,-0.002907209,0.23105952,0.018591803,0.00374306
6050,Energy,Europe,"12138,62444",1,"0,123381244","0,112306718",3,"0,05","1,522670037","0,076133502","113,106386",1,,,,,0.0058292905,0.16732071,-0.006403993,-0.00026055425
6051,Manufacturing,USA,"80176,29358","0,471703445","-0,118935499","0,071130427",1,"0,048","1,633827551","0,078423722","211,3950661",1,,,,,-0.002647696,0.09957533,-0.008932054,0.003647484
6052,Services,Europe,"23590,51791",1,"-0,292574659","0,634206278",5,"0,08","0,975769899","0,078061592","71,69116449",1,,,,,0.0061068553,0.25552142,-0.008104579,0.0038292035
6053,Services,USA,"11643,10985","0,506590899","-0,472019047","0,236466402",5,"0,064","0,67954773","0,043491055","48,36475605",1,,,,,-0.011809137,0.25663543,0.0016028415,0.0069164857
6054,Services,Europe,"14229,9076","0,775355628","-0,630332916","0,748018473",1,"0,08","3,062884509","0,245030761","9,284776004",0,,,,,-0.013010835,0.32583964,0.01004037,0.013078295
6055,Services,USA,"42074,84964",0,"0,951425392","0,249614769",1,"0,064","0,252528093","0,016161798","175,1143433",1,,,,,-0.009921635,0.2185111,-0.0032991525,0.011115193
