Firm_ID,Sector,Region,Size,Leverage,Profit_Margin,RD_Intensity,Org_Complexity,base_hazard,cov_effect,hazard,Event_Time,Status,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
1555,Manufacturing,Europe,"42297,45682","0,839388831","-0,200790797","1,104865216",0,"0,06","2,477974359","0,148678462","51,0331762",1,,,,
1556,Finance,USA,"108291,6463",0,"0,812880274","0,399043464",3,"0,056","0,147725123","0,008272607","584,2696481",1,,,,
1557,Energy,USA,"27762,11402",0,"0,010661881","0,578492383",4,"0,04","0,223150673","0,008926027","735,5288132",1,,,,
1558,Energy,Europe,"21840,32662","0,203438209","0,039931233","0,749606792",2,"0,05","0,491852052","0,024592603","678,4182147",0,,,,
1559,Services,USA,"37044,40789","0,881280514","0,043023122","0,288182309",2,"0,064","1,707117875","0,109255544","35,1202043",1,,,,
1560,Manufacturing,LatAm,"33321,58897","0,536833652","0,140043828","0,189748799",2,"0,072","0,970768018","0,069895297","345,6743608",0,,,,
1561,Energy,Europe,"38132,74037","0,574775655","0,082025448","1,509033438",3,"0,05","0,417121103","0,020856055","135,8931695",1,,,,
1562,Technology,USA,"8820,006608",1,"0,151975006","0,74743739",4,"0,096","0,797962479","0,076604398","68,15998667",0,,,,
1563,Manufacturing,LatAm,"51087,84318","0,783879886","-0,030782093","0,146336469",2,"0,072","1,704775937","0,122743867","32,90278478",1,,,,
1564,Services,USA,"32835,79307",0,"-0,075306223","0,134596383",1,"0,064","0,746774534","0,04779357","219,3406507",1,,,,
1565,Manufacturing,Europe,"10197,57744","0,017936579","0,113554401","0,371327937",3,"0,06","0,309649737","0,018578984","96,44635619",1,,,,
1566,Technology,USA,"39767,88173","0,192228275","0,307636527","1,085089658",3,"0,096","0,231809598","0,022253721","1053,856609",1,,,,
1567,Technology,Europe,"58302,74876","0,288759148","0,110684391","0,618406303",2,"0,12","0,556132436","0,066735892","5,950504818",0,,,,
1568,Technology,LatAm,"38855,39718","0,384896647","0,134589887","0,699663218",5,"0,144","0,244858074","0,035259563","942,0506559",1,,,,
1569,Finance,USA,"25641,38929","0,972207423","-0,658599433","0,044931206",7,"0,056","0,994460365","0,05568978","471,466271",1,,,,
1570,Finance,LatAm,"127106,4722","0,582006781","0,604507431","0,113130034",3,"0,084","0,502548927","0,04221411","58,64515904",1,,,,
1571,Manufacturing,USA,"23127,38649","0,469949245","-0,72540867","0,090453229",0,"0,048","3,99524907","0,191771955","37,95570001",1,,,,
1572,Energy,USA,"16576,84594","0,474634902","0,112575108","0,62364168",1,"0,04","0,987633506","0,03950534","50,44018291",1,,,,
1573,Manufacturing,LatAm,"12062,43979","0,575909958","-0,126061897","0,068723482",5,"0,072","0,580169541","0,041772207","150,2403632",1,,,,
1574,Services,USA,"7534,212563","0,809457389","0,252451628","0,081995038",4,"0,064","0,756340911","0,048405818","229,9814553",1,,,,
1575,Finance,LatAm,"47031,49164","0,590115316","0,680217417","0,646323139",3,"0,084","0,361242424","0,030344364","316,5339002",0,,,,
1576,Retail,USA,"2675,18931",1,"0,075491092","0,229603826",2,"0,072","2,033395375","0,146404467","120,7962194",1,,,,
1577,Services,USA,"6678,171976","0,100163677","-0,075898636","0,614527652",3,"0,064","0,374891108","0,023993031","1496,794306",1,,,,
1578,Services,LatAm,"7819,385719","0,487112235","0,272557797","0,044269244",8,"0,096","0,140292736","0,013468103","1004,776652",0,,,,
1579,Manufacturing,Europe,"6644,334701",1,"-0,65943684","0,549541508",3,"0,06","2,676917875","0,160615073","31,82160976",1,,,,
1580,Services,USA,"16003,81034","0,560715863","0,426883733","0,108085338",0,"0,064","1,433540692","0,091746604","274,3614419",1,,,,
1581,Finance,USA,"13881,98027",0,"0,798416792","1,105116857",1,"0,056","0,191862709","0,010744312","2840,315727",1,,,,
1582,Energy,Europe,"35248,58067",0,"0,185090472","0,653708983",4,"0,05","0,180514357","0,009025718","1218,04411",1,,,,
1583,Services,LatAm,"9447,261626","0,43558639","-0,117280302","0,620634525",3,"0,096","0,644257121","0,061848684","179,1324138",0,,,,
1584,Manufacturing,USA,"8293,367248","0,843789227","-0,135596201","0,27218345",3,"0,048","1,440785307","0,069157695","28,22045965",1,,,,
1585,Energy,USA,"22844,85387","0,976169561","-0,005769063","0,348954642",2,"0,04","2,004803565","0,080192143","57,1458601",1,,,,
1586,Retail,Europe,"3578,70818","0,331399273","0,046440689","0,035348171",4,"0,09","0,464396826","0,041795714","62,14651356",1,,,,
1587,Finance,Europe,"49258,80223",1,"-0,688824584","0,130882535",6,"0,07","1,381794914","0,096725644","250,4491301",0,,,,
1588,Technology,Europe,"27099,44089","0,511789248","0,139978929","1,03820399",2,"0,12","0,611771121","0,073412535","120,2399095",1,,,,
1589,Retail,LatAm,"22311,80656","0,755315194","0,09552713","0,564918951",2,"0,108","1,167641829","0,126105318","54,58183889",1,,,,
1590,Manufacturing,LatAm,"30740,25804","0,570077407","0,377283205","0,486891338",4,"0,072","0,380749818","0,027413987","63,31992081",1,,,,
1591,Technology,USA,"37921,06631","0,78992989","0,074051323","0,462318863",2,"0,096","1,322711876","0,12698034","101,5041944",1,,,,
1592,Manufacturing,LatAm,"27046,36523","0,746578265","-0,097343511","0,054442534",4,"0,072","0,990039578","0,07128285","311,1740227",0,,,,
1593,Energy,LatAm,"19173,67168","0,428203984","0,189344717","0,417690357",3,"0,06","0,51898312","0,031138987","583,9190447",0,,,,
1594,Services,LatAm,"28999,52015","0,393419896","-0,655322412","0,28306504",1,"0,096","2,234281582","0,214491032","52,92103201",1,,,,
1595,Technology,USA,"31582,73721","0,695747116","0,087928581","0,480493826",2,"0,096","1,122372985","0,107747807","156,8435054",1,,,,
1596,Services,LatAm,"29645,24918","0,7397592","0,308654412","0,239716157",4,"0,096","0,595190539","0,057138292","28,12357568",0,,,,
1597,Retail,Europe,"21422,48883","0,922097528","-0,03837399","0,880249974",6,"0,09","0,441046615","0,039694195","118,2623342",1,,,,
1598,Services,USA,"7292,627618","0,507890807","-0,277057965","0,353418215",2,"0,064","1,299767066","0,083185092","284,7727729",1,,,,
1599,Technology,LatAm,"9236,760497","0,453342673","0,067130067","1,055873981",5,"0,144","0,242912727","0,034979433","137,7189383",1,,,,
1600,Services,LatAm,"14109,02117","0,730124778","0,12794305","0,531937853",4,"0,096","0,607304595","0,058301241","215,1976451",0,,,,
1601,Finance,Europe,"12280,36271","0,231672699","-0,384429527","0,154303757",4,"0,07","0,579718115","0,040580268","403,0534504",1,,,,
1602,Services,USA,"24528,18475","0,72293047","0,034737343","0,560263448",9,"0,064","0,145079507","0,009285088","2215,648856",1,,,,
1603,Services,USA,"62238,66998",0,"0,578002573","0,068505543",2,"0,064","0,2975255","0,019041632","17,8240993",1,,,,
1604,Energy,USA,"195641,2941",0,"0,07874138","0,161033128",2,"0,04","0,468013591","0,018720544","136,3221007",1,,,,
1605,Energy,USA,"206747,437",0,"0,222330918","0,152084742",5,"0,04","0,165568001","0,00662272","3033,669984",1,,,,
1606,Finance,LatAm,"4295,2858","0,651593777","-0,930409574","0,492653883",4,"0,084","1,586409518","0,1332584","26,25882999",1,,,,
1607,Finance,Europe,"38157,0077","0,125689902","0,404714177","0,183248974",1,"0,07","0,544545482","0,038118184","880,1220603",1,,,,
1608,Technology,LatAm,"16802,79687","0,484850694","0,127227031","0,87701736",3,"0,144","0,477849395","0,068810313","44,25915933",0,,,,
1609,Retail,LatAm,"103487,7633","0,692555483","0,123760507","0,256834756",4,"0,108","0,661434273","0,071434902","221,7475821",1,,,,
1610,Finance,LatAm,"27357,58264","0,482548397","-0,591179141","1,212051063",2,"0,084","1,115135815","0,093671408","15,27168753",0,,,,
1611,Energy,LatAm,"42963,6298","0,850271586","0,124206217","0,166192602",2,"0,06","1,596964854","0,095817891","2,331362966",1,,,,
1612,Services,LatAm,"5174,665238","0,673384819","0,529093116","0,084470566",3,"0,096","0,630494295","0,060527452","393,7895218",1,,,,
1613,Services,Europe,"53546,45246","0,377658206","0,449254083","0,178833246",5,"0,08","0,229424014","0,018353921","915,0196149",0,,,,
1614,Technology,LatAm,"26735,79223","0,798152247","0,225664891","0,434735815",6,"0,144","0,351409022","0,050602899","74,44633968",1,,,,
1615,Retail,Europe,"25502,3689","0,013051305","0,060792106","0,07842526",5,"0,09","0,205887005","0,01852983","491,6965562",0,,,,
1616,Energy,Europe,"16548,99036","0,061045118","0,119320188","0,353512768",0,"0,05","0,815047492","0,040752375","426,8382651",1,,,,
1617,Services,Europe,"44558,32717","0,803423226","-0,822237749","0,355361591",2,"0,08","3,489267372","0,27914139","54,63878731",1,,,,
1618,Energy,Europe,"7140,28071","0,815481554","0,155829601","0,387031856",2,"0,05","1,315052781","0,065752639","45,86948728",1,,,,
1619,Technology,LatAm,"16840,19679","0,665188071","0,161357175","0,735889396",3,"0,144","0,649521224","0,093531056","41,66117555",1,,,,
1620,Services,USA,"54224,73138",1,"0,164151926","0,660858486",2,"0,064","1,499930587","0,095995558","149,5737469",0,,,,
1621,Finance,USA,"71830,99429","0,004218877","0,448984133","0,209240407",3,"0,056","0,235210124","0,013171767","685,7386205",1,,,,
1622,Technology,USA,"28945,37549","0,12224644","0,12363643","0,945388705",4,"0,096","0,199296598","0,019132473","108,5991096",0,,,,
1623,Retail,USA,"44037,56999",1,"-0,03141784","0,626187259",2,"0,072","1,855815478","0,133618714","234,7984051",1,,,,
1624,Manufacturing,LatAm,"9614,257897","0,511312092","-0,105516639","0,19680081",4,"0,072","0,653171449","0,047028344","65,77596583",1,,,,
1625,Technology,Europe,"8584,256416",0,"0,165664282","0,890554582",7,"0,12","0,066474187","0,007976902","239,8232339",1,,,,
1626,Retail,LatAm,"10534,69548","0,519562739","-0,008062766","0,441838813",2,"0,108","0,967042792","0,104440621","11,93782865",0,,,,
1627,Retail,Europe,"13585,52935","0,047771445","0,06020747","0,589699438",3,"0,09","0,306235758","0,027561218","630,091502",0,,,,
1628,Finance,Europe,"38681,04163","0,201978047","0,028331008","0,212675595",5,"0,07","0,264027574","0,01848193","46,386361",1,,,,
1629,Services,Europe,"25086,8778","0,213596953","0,940393906","0,284693682",2,"0,08","0,256059531","0,020484763","127,2777333",0,,,,
1630,Finance,Europe,"16298,11388",1,"-0,426263558","0,348271337",3,"0,07","2,344630663","0,164124146","56,52562502",0,,,,
1631,Manufacturing,USA,"28658,90647",0,"0,850474027","0,476868827",3,"0,048","0,136844718","0,006568546","1760,070639",1,,,,
1632,Retail,Europe,"5493,004662","0,704423084","0,041496016","0,230468029",6,"0,09","0,406530873","0,036587779","413,2228504",1,,,,
1633,Finance,LatAm,"17666,29336","0,181540592","-0,877928428","0,998868078",1,"0,084","1,42021075","0,119297703","56,64136665",1,,,,
1634,Finance,USA,"10647,45636",1,"-0,292621898","0,518712626",5,"0,056","1,033825071","0,057894204","159,4594243",0,,,,
1635,Retail,Europe,"18129,94717","0,392267206","0,020358477","0,479079175",0,"0,09","1,388887053","0,124999835","41,94789036",1,,,,
1636,Finance,Europe,"61515,88587",0,"0,565851963","0,345991695",4,"0,07","0,143869619","0,010070873","178,9349177",1,,,,
1637,Services,USA,"23904,04578",1,"-0,194244261","0,15294437",4,"0,064","1,518574515","0,097188769","110,0429437",1,,,,
1638,Energy,LatAm,"16503,94332","0,348598689","0,077013753","0,051831219",0,"0,06","1,521913874","0,091314832","2,436328814",1,,,,
1639,Finance,USA,"28355,21857",0,"1,007306877","0,471290741",3,"0,056","0,117308009","0,006569249","1046,397853",1,,,,
1640,Manufacturing,LatAm,"40708,98815","0,272581498","0,288488959","0,367845258",3,"0,072","0,381540093","0,027470887","47,72308438",0,,,,
1641,Retail,USA,"24087,57612","0,71462792","0,049314596","0,40515284",1,"0,072","1,682113209","0,121112151","92,22271756",1,,,,
1642,Services,Europe,"27708,68329",0,"0,374823788","0,596884383",0,"0,08","0,510040074","0,040803206","81,61970027",1,,,,
1643,Retail,LatAm,"11583,69266","0,849501111","0,069051293","0,416098407",1,"0,108","2,008024033","0,216866596","15,97238302",1,,,,
1644,Technology,Europe,"10864,37004","0,379750281","-0,245570508","0,209643889",0,"0,12","2,034752083","0,24417025","20,71088509",0,,,,
1645,Retail,Europe,"42047,92784","0,039638743","0,047636649","0,857722669",1,"0,09","0,488195241","0,043937572","476,4348786",0,,,,
1646,Finance,USA,"49920,64431","0,447335826","-0,278808406","0,104107232",4,"0,056","0,739159558","0,041392935","7,937124969",1,,,,
1647,Services,LatAm,"25423,05801","0,404853427","0,559897538","0,593912026",4,"0,096","0,234670375","0,022528356","1274,553657",1,,,,
1648,Services,LatAm,"19180,51189","0,751848853","0,160711919","0,089424416",2,"0,096","1,38036665","0,132515198","61,58691343",1,,,,
1649,Technology,USA,"14585,16495","0,80118808","0,109906917","0,168441718",3,"0,096","1,113662735","0,106911623","163,7895405",0,,,,
1650,Manufacturing,Europe,"10063,02132",1,"-0,624862262","0,174188628",2,"0,06","4,211285511","0,252677131","165,253685",1,,,,
1651,Finance,Europe,"25262,24548","0,393599257","-0,372373564","0,578351734",3,"0,07","0,797396353","0,055817745","435,5995699",1,,,,
1652,Retail,Europe,"36397,57352",0,"0,098455194","0,786206707",2,"0,09","0,335692892","0,03021236","357,0451772",1,,,,
1653,Technology,Europe,"43492,17726","0,231017032","0,022058288","0,325839935",3,"0,12","0,477852722","0,057342327","86,79190488",1,,,,
1654,Manufacturing,USA,"6142,474538","0,96438215","-0,711275449","0,434280805",6,"0,048","1,151088793","0,055252262","3,524331363",1,,,,
1655,Manufacturing,LatAm,"21917,58913","0,591417791","0,432652825","0,113881781",2,"0,072","0,816713411","0,058803366","77,10627444",1,,,,
1656,Technology,Europe,"14199,78018","0,475577381","0,053279798","0,406242147",4,"0,12","0,475668165","0,05708018","172,5151922",1,,,,
1657,Services,LatAm,"38628,28666","0,877924107","0,153328178","0,177173292",2,"0,096","1,607968107","0,154364938","73,25013284",1,,,,
1658,Services,USA,"7555,019074","0,569120811","0,499975609","0,483269413",2,"0,064","0,613896397","0,039289369","276,7510915",0,,,,
1659,Retail,Europe,"41618,09608",1,"0,077857796","0,535645404",5,"0,09","0,707738574","0,063696472","159,5294436",1,,,,
1660,Technology,USA,"12566,06575",1,"0,163933864","1,2556667",1,"0,096","1,504157268","0,144399098","1,514554742",1,,,,
1661,Energy,Europe,"15963,5974","0,553397892","0,123232567","0,990581708",1,"0,05","0,915370312","0,045768516","9,078339233",1,,,,
1662,Technology,USA,"11849,1833",0,"0,235814592","0,976760469",5,"0,096","0,108154467","0,010382829","104,1186596",1,,,,
1663,Retail,LatAm,"53433,0567","0,854861922","0,114161596","0,153215384",0,"0,108","2,978809118","0,321711385","20,59661771",1,,,,
1664,Manufacturing,Europe,"10664,10267","0,626188637","-0,246933846","0,15586534",2,"0,06","1,662436226","0,099746174","59,28376353",1,,,,
1665,Services,Europe,"20824,50546",1,"-0,091607298","0,288073347",1,"0,08","3,150529785","0,252042383","75,42671247",1,,,,
1666,Services,Europe,"47901,1737","0,575830669","0,029374352","0,697415079",3,"0,08","0,660778967","0,052862317","78,07483794",1,,,,
1667,Finance,USA,"69242,23425",1,"-0,312274208","0,953646816",3,"0,056","1,545659685","0,086556942","113,6181632",1,,,,
1668,Retail,LatAm,"45691,84215","0,611910128","-0,204375628","0,285713508",4,"0,108","0,802024652","0,086618662","327,8640457",1,,,,
1669,Energy,LatAm,"9690,535395","0,671723415","0,104070531","0,969334484",4,"0,06","0,457877934","0,027472676","829,4997097",1,,,,
1670,Technology,Europe,"63072,75084",0,"0,208381211","0,322688277",2,"0,12","0,379187168","0,04550246","521,9643009",0,,,,
1671,Retail,USA,"12505,74901","0,538359164","0,014697637","0,459051289",1,"0,072","1,301237149","0,093689075","131,5510765",1,,,,
1672,Manufacturing,Europe,"19905,55769",1,"-0,418409799","0,618341686",6,"0,06","0,826330021","0,049579801","243,0122595",0,,,,
1673,Manufacturing,LatAm,"42353,61216","0,595352193","0,049709045","0,76474792",2,"0,072","0,870180415","0,06265299","133,9098894",0,,,,
1674,Energy,Europe,"9362,178357",1,"0,027053393","0,624010058",3,"0,05","1,298151822","0,064907591","179,1406164",1,,,,
1675,Retail,Europe,"66789,94297","0,877211893","0,015785023","0,398310223",5,"0,09","0,670908648","0,060381778","29,60480989",0,,,,
1676,Retail,Europe,"5990,326066","0,827795987","0,096769907","0,228482658",4,"0,09","0,844241021","0,075981692","58,77618648",1,,,,
1677,Services,Europe,"615459,5637",0,"1,087530962","0,55355161",2,"0,08","0,140253081","0,011220246","653,7720146",0,,,,
1678,Retail,Europe,"53877,88045",0,"0,085175113","0,059784438",6,"0,09","0,147331912","0,013259872","645,9989376",0,,,,
1679,Services,Europe,"11984,19667","0,541469716","-0,060347895","0,751849682",4,"0,08","0,494913454","0,039593076","162,1627407",0,,,,
1680,Energy,Europe,"29891,26883","0,005655632","0,144244037","2,145664265",2,"0,05","0,163884606","0,00819423","1491,306603",1,,,,
1681,Finance,LatAm,"27786,70762","0,87645706","0,075572792","0,339514323",0,"0,084","2,913501542","0,24473413","41,75962405",1,,,,
1682,Manufacturing,LatAm,"20237,3546","0,473401081","0,97915102","0,832532462",1,"0,072","0,373321377","0,026879139","49,28129847",1,,,,
1683,Finance,LatAm,"9693,30846","0,770306373","0,413333722","0,469843031",2,"0,084","0,911379697","0,076555895","260,4936562",1,,,,
1684,Finance,LatAm,"69101,36136","0,433306431","0,580254032","0,927290444",1,"0,084","0,499603943","0,041966731","108,0676971",0,,,,
1685,Retail,Europe,"23131,75605","0,428289268","0,0631983","0,573981637",3,"0,09","0,544571945","0,049011475","578,1734972",0,,,,
1686,Technology,USA,"22452,0908",0,"0,273682309","0,22989854",0,"0,096","0,677984007","0,065086465","388,3123603",1,,,,
1687,Energy,USA,"49160,85743","0,42743718","0,121086255","0,248284467",0,"0,04","1,48576127","0,059430451","20,86480272",1,,,,
1688,Finance,LatAm,"11848,21404","0,051332304","-0,053799142","0,469649428",2,"0,084","0,494589518","0,04154552","286,1076589",1,,,,
1689,Manufacturing,LatAm,"24803,41323","0,604236035","0,376237984","0,311954595",2,"0,072","0,79782881","0,057443674","424,9702035",0,,,,
1690,Technology,Europe,"71967,72255",0,"0,100824628","0,197712556",2,"0,12","0,449472365","0,053936684","222,9023622",1,,,,
1691,Finance,LatAm,"31678,75666","0,736431966","-0,334843302","0,258493343",8,"0,084","0,336298736","0,028249094","204,6335616",0,,,,
1692,Finance,Europe,"14082,98297","0,664237364","-0,092774729","0,399133664",4,"0,07","0,733127202","0,051318904","81,25151984",1,,,,
1693,Services,Europe,"43516,47714",1,"-1,011702366","0,188262558",1,"0,08","8,310926435","0,664874115","5,646346524",0,,,,
1694,Technology,Europe,"47339,21751","0,032965698","0,204610019","1,003759864",4,"0,12","0,156133885","0,018736066","693,4791353",1,,,,
1695,Services,Europe,"58058,24427","0,300920669","0,467959077","0,023225408",7,"0,08","0,119052492","0,009524199","890,0472437",1,,,,
1696,Technology,USA,"30529,52707",0,"0,155597994","0,223321918",3,"0,096","0,311218839","0,029877009","332,7925345",1,,,,
1697,Energy,USA,"26674,01907","0,521139029","0,117934904","0,834235282",1,"0,04","0,948053825","0,037922153","183,984538",1,,,,
1698,Manufacturing,USA,"65279,40184","0,554236629","0,039344014","0,461649647",7,"0,048","0,214635531","0,010302505","2574,264081",1,,,,
1699,Manufacturing,Europe,"34704,87865","0,26029652","0,155945295","0,482753869",0,"0,06","0,993146145","0,059588769","245,5453263",0,,,,
1700,Technology,LatAm,"5357,630927","0,425245195","0,110880667","0,194361442",2,"0,144","0,843501503","0,121464216","154,0263553",1,,,,
1701,Finance,LatAm,"24678,89798","0,690307647","-0,431013439","0,282985302",1,"0,084","2,787046013","0,234111865","4,345671003",1,,,,
1702,Technology,Europe,"14543,68091","0,655251026","-0,327772074","0,52109449",4,"0,12","0,86079523","0,103295428","68,37129008",1,,,,
1703,Manufacturing,LatAm,"15468,22345","0,336305829","0,209363818","0,831138929",0,"0,072","0,886499658","0,063827975","36,18723859",1,,,,
1704,Services,USA,"70047,02024","0,298127772","0,218322738","0,606734656",3,"0,064","0,377381598","0,024152422","1202,971693",1,,,,
1705,Finance,Europe,"31302,87445","0,93911285","-0,613550696","0,325583523",1,"0,07","4,756100972","0,332927068","70,55762616",1,,,,
1706,Technology,USA,"49738,23391","0,192365765","0,06021446","0,565513533",4,"0,096","0,285240504","0,027383088","211,1253277",1,,,,
1707,Services,Europe,"10145,37878","0,810954014","0,385086715","1,1044038",3,"0,08","0,537483297","0,042998664","104,9379568",1,,,,
1708,Energy,LatAm,"22464,43039","0,71904659","0,156259071","0,423445482",4,"0,06","0,61298677","0,036779206","596,6499602",0,,,,
1709,Finance,USA,"20349,23039","0,990610725","0,129085315","0,178722949",5,"0,056","0,792525417","0,044381423","359,6356585",0,,,,
1710,Finance,Europe,"35039,3887",0,"1,111616279","0,304386959",0,"0,07","0,282575429","0,01978028","297,7257771",1,,,,
1711,Retail,LatAm,"59981,48621","0,664370046","0,087148266","0,256488816",3,"0,108","0,887951988","0,095898815","27,97620635",0,,,,
1712,Energy,LatAm,"11016,34076","0,25038217","0,153308745","1,324851535",5,"0,06","0,143680778","0,008620847","7332,719076",1,,,,
1713,Services,Europe,"8385,915076","0,306920221","0,299854546","0,43668914",3,"0,08","0,38372897","0,030698318","190,5885912",1,,,,
1714,Manufacturing,USA,"16731,89535","0,570511592","0,307588724","1,010979397",3,"0,048","0,424301482","0,020366471","314,8636907",0,,,,
1715,Manufacturing,Europe,"9232,002085","0,028935601","0,093021767","0,112195148",3,"0,06","0,365782663","0,02194696","46,05061564",1,,,,
1716,Finance,LatAm,"33366,23412","0,238765893","0,461116426","0,542039188",5,"0,084","0,153510366","0,012894871","813,1745584",1,,,,
1717,Finance,LatAm,"21222,29788","0,707739672","0,117662592","0,423549476",4,"0,084","0,62636136","0,052614354","53,8137372",1,,,,
1718,Manufacturing,Europe,"6668,969316","0,869907969","-0,49943217","0,400683883",3,"0,06","2,021727174","0,12130363","33,15680606",0,,,,
1719,Retail,Europe,"6854,282642","0,624064694","0,033630436","1,028649067",1,"0,09","1,092143274","0,098292895","254,3304333",1,,,,
1720,Retail,USA,"62938,17602",1,"0,164508145","0,527374432",2,"0,072","1,602884213","0,115407663","60,56265551",1,,,,
1721,Energy,USA,"30814,21739",1,"0,250057154","0,697052407",7,"0,04","0,301621199","0,012064848","432,525325",1,,,,
1722,Technology,LatAm,"18033,52652","0,529122416","0,195209815","0,14457281",8,"0,144","0,153537169","0,022109352","15,63097793",1,,,,
1723,Energy,LatAm,"43526,62691","0,735933044","0,037252809","0,602338831",4,"0,06","0,647573707","0,038854422","501,0199511",1,,,,
1724,Retail,USA,"43474,89504","0,745622167","0,098355252","0,669953214",3,"0,072","0,80662322","0,058076872","82,88156611",1,,,,
1725,Services,Europe,"10216,28474","0,6415909","0,113398094","1,562202077",3,"0,08","0,435128982","0,034810319","833,7471994",1,,,,
1726,Technology,USA,"9074,535017","0,836077753","-0,002525246","0,307283161",5,"0,096","0,672334225","0,064544086","185,2507905",1,,,,
1727,Energy,Europe,"15698,36369","0,783648684","0,164964017","0,207877732",3,"0,05","1,006591774","0,050329589","204,7978603",1,,,,
1728,Services,Europe,"4136,223015",1,"-0,550596308","0,151626939",3,"0,08","2,929356687","0,234348535","12,62076387",1,,,,
1729,Services,LatAm,"11804,98465","0,332101428","-0,476525698","0,148703728",2,"0,096","1,350298901","0,129628695","58,32204635",1,,,,
1730,Services,USA,"13650,27132",0,"0,089030419","0,330082625",5,"0,064","0,173067821","0,011076341","1924,972066",1,,,,
1731,Finance,USA,"29990,33085","0,411525971","0,032092549","0,615943328",3,"0,056","0,536453573","0,0300414","24,11179885",1,,,,
1732,Energy,USA,"9645,077736",1,"0,259483431","0,422447987",3,"0,04","1,138023034","0,045520921","71,54228678",1,,,,
1733,Technology,LatAm,"23028,96242","0,614092056","0,206070254","0,453836338",3,"0,144","0,662423407","0,095388971","110,6589764",1,,,,
1734,Retail,Europe,"12357,45971","0,595730581","0,028668414","0,499771246",4,"0,09","0,557129169","0,050141625","65,04837843",0,,,,
1735,Services,LatAm,"60540,95149","0,630716226","0,246957565","0,197923913",3,"0,096","0,74093292","0,07112956","154,1913912",1,,,,
1736,Retail,LatAm,"35762,43152","0,326050453","0,097897623","0,815137363",5,"0,108","0,219502726","0,023706294","591,2318965",1,,,,
1737,Finance,LatAm,"14241,55492","0,685280002","0,450422187","0,091265331",6,"0,084","0,281355904","0,023633896","91,10275703",1,,,,
1738,Energy,Europe,"336239,3467","0,706033874","0,152687783","0,638736916",4,"0,05","0,541720318","0,027086016","45,55433864",1,,,,
1739,Retail,LatAm,"38992,02632","0,575475522","0,008131557","0,431549776",1,"0,108","1,403974072","0,1516292","97,30998876",1,,,,
1740,Finance,LatAm,"32941,7739","0,496819449","-0,212669061","0,135849653",4,"0,084","0,733427452","0,061607906","197,528861",1,,,,
1741,Technology,USA,"69740,79006","0,21222446","0,207773386","0,813115635",5,"0,096","0,165962318","0,015932383","266,8195694",1,,,,
1742,Energy,USA,"11285,54592","0,911325094","0,143654075","0,544670465",3,"0,04","1,052321139","0,042092846","70,57557746",1,,,,
1743,Finance,Europe,"36592,92772",0,"0,784837898","0,271744492",5,"0,07","0,088858493","0,006220094","1018,378993",1,,,,
1744,Energy,Europe,"61948,19079","0,471076128","0,064392012","0,580959421",4,"0,05","0,428160339","0,021408017","617,1764766",1,,,,
1745,Energy,Europe,"31275,06815","0,813690395","0,118548978","0,177244899",3,"0,05","1,120039738","0,056001987","135,3687427",1,,,,
1746,Finance,LatAm,"17174,71694","0,816953141","0,861323853","0,394098065",2,"0,084","0,648597348","0,054482177","38,93764377",1,,,,
1747,Services,USA,"19488,99879","0,158302051","0,33762792","0,508528787",0,"0,064","0,701566746","0,044900272","383,8807915",1,,,,
1748,Energy,Europe,"15115,59567",1,"0,131759377","0,22610248",1,"0,05","2,599162773","0,129958139","244,3828384",1,,,,
1749,Manufacturing,USA,"15702,60248","0,379357084","-0,362337449","0,451679451",2,"0,048","1,111303165","0,053342552","115,6502235",1,,,,
1750,Retail,USA,"20436,06108","0,378495162","0,049326274","0,387461444",1,"0,072","1,024992963","0,073799493","14,74676227",0,,,,
1751,Energy,LatAm,"30099,09469","0,836882998","0,113787229","0,246733473",2,"0,06","1,519179721","0,091150783","180,4393834",1,,,,
1752,Finance,Europe,"26259,47939",0,"0,298184463","0,118864235",2,"0,07","0,383806569","0,02686646","234,1537616",1,,,,
1753,Technology,USA,"24664,44001","0,229822439","0,230321776","0,850235588",0,"0,096","0,73292939","0,070361221","272,9702991",1,,,,
1754,Manufacturing,LatAm,"43338,89822","0,794429217","0,292186115","0,299900728",4,"0,072","0,637314099","0,045886615","177,6336836",0,,,,
1755,Manufacturing,LatAm,"75361,62858","0,631915581","0,621437385","0,606975414",1,"0,072","0,758015291","0,054577101","371,0149296",0,,,,
1756,Manufacturing,USA,"24901,33774",1,"-0,96066913","0,268451937",4,"0,048","3,084665307","0,148063935","10,45470064",1,,,,
1757,Services,USA,"9873,126169","0,341111021","-0,328213511","0,151255493",4,"0,064","0,646780885","0,041393977","119,5421631",0,,,,
1758,Manufacturing,USA,"9690,37403","0,339619927","0,381861069","0,266029133",1,"0,048","0,736794878","0,035366154","170,6521866",1,,,,
1759,Retail,LatAm,"15143,33691","0,226298317","0,002848657","0,107586462",3,"0,108","0,539455807","0,058261227","158,2735581",0,,,,
1760,Energy,USA,"4874,132647","0,279255674","0,231028899","0,716193862",3,"0,04","0,34292541","0,013717016","328,3189637",1,,,,
1761,Energy,USA,"22189,04919","0,881330761","0,201373363","0,179234575",1,"0,04","2,077168132","0,083086725","29,37865581",1,,,,
1762,Manufacturing,Europe,"19484,92795",0,"1,003377939","0,130502001",1,"0,06","0,254455595","0,015267336","1250,762099",1,,,,
